ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,revenue,profit_margin
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1,0.0,3.0084,6.54,46.0
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1,0.0,5.751,12.78,45.0
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.464,4,0.2,6.924,18.464,37.5
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.802,7,0.3,-108.2662,445.802,-24.29
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1,0.0,0.868,2.48,35.0
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0.0,12.691,25.9,49.0
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0.0,14.651,29.9,49.0
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0.0,517.4793,2249.91,23.0
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164,1053.164,-10.0
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,12.96,48.0
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,106.68,6,0.0,33.0708,106.68,31.0
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,119.94,6,0.0,5.997,119.94,5.0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3,0.2,3.21,10.272,31.25
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5,0.3,-65.853,512.19,-12.86
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,1.556,2,0.8,-4.2012,1.556,-270.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456,4.448,32.5
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,276.69,3,0.0,49.8042,276.69,18.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,4.96,47.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,71.92,4,0.0,20.8568,71.92,29.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3,0.0,7.9128,18.84,42.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,140.97,3,0.0,19.7358,140.97,14.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.376,3,0.2,52.9173,470.376,11.25
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2,0.0,2.0672,6.08,34.0
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.792,1,0.2,18.5391,164.792,11.25
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0.0,11.68,23.36,50.0
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,12.176,-155.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.384,2,0.2,5.2182,46.384,11.25
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,362.92,2,0.0,105.2468,362.92,29.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.248,2,0.2,3.3524,9.248,36.25
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.946,9,0.4,-377.9892,1889.946,-20.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.04,5,0.2,4.653,62.04,7.5
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.2,148.845,396.92,37.5
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,239.456,7,0.2,17.9592,239.456,7.5
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,2.132,13.12,16.25
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2,0.0,13.5056,29.36,46.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,214.9,5,0.0,62.321,214.9,29.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4,0.0,7.4824,15.92,47.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,146.45,5,0.0,48.3285,146.45,33.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.14,1,0.0,0.6056,15.14,4.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2,0.0,2.6496,5.76,46.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0.0,629.991,1399.98,45.0
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46,8.952,-83.33
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,8.856,-73.33
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.246,2,0.3,-1.2178,85.246,-1.43
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.728,7,0.2,7.6048,21.728,35.0
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5,0.2,148.704,1487.04,10.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,71.88,6,0.0,33.0648,71.88,46.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.24,3,0.0,2.9568,9.24,32.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,16.146,35.88,45.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3,0.2,5.538,17.04,32.5
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.176,3,0.2,314.2719,931.176,33.75
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.352,3,0.2,-13.3176,266.352,-5.0
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.136,4,0.2,54.3528,483.136,11.25
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,196.784,2,0.2,-22.1382,196.784,-11.25
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5,0.2,5.798,231.92,2.5
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3,0.0,8.019,29.7,27.0
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716,13.592,-105.0
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2,0.0,33.3136,70.88,47.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,114.288,1,0.2,12.8574,114.288,11.25
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,36.624,8,0.7,-24.416,36.624,-66.67
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,242.352,8,0.7,-363.528,242.352,-150.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.616,2,0.2,4.9616,49.616,10.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.704,6,0.2,0.0,508.704,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,57.36,6,0.2,-14.34,57.36,-25.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5,0.2,68.001,906.68,7.5
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.952,6,0.2,71.9952,719.952,10.0
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.944,7,0.2,66.1451,755.944,8.75
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5,0.8,-19.168,11.98,-160.0
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.898,1,0.8,-1.5715,0.898,-175.0
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,21.204,3,0.6,-11.6622,21.204,-55.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3,0.0,17.37,34.74,50.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0.0,216.8244,833.94,26.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3,0.2,4.536,12.96,35.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0.0,12.4416,25.92,48.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.965,7,0.5,-216.9783,349.965,-62.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5,0.2,5.301,22.32,23.75
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,158.28,6,0.0,72.8088,158.28,46.0
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0.0,224.073,497.94,45.0
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3,0.0,154.8426,533.94,29.0
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3,0.0,82.2906,167.94,49.0
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6,0.0,9.8208,31.68,31.0
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.786,1,0.3,0.0,170.786,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,198.744,4,0.3,0.0,198.744,0.0
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.824,2,0.2,13.5626,63.824,21.25
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,435.168,4,0.2,-59.8356,435.168,-13.75
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1,0.0,7.7728,48.58,16.0
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.976,3,0.2,8.3958,47.976,17.5
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,20.736,35.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,26.46,9,0.0,11.907,26.46,45.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,49.12,4,0.0,23.0864,49.12,47.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15.0,3,0.0,7.2,15.0,48.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.7,5,0.0,9.735,194.7,5.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4,0.0,112.3508,591.32,19.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1,0.0,0.8804,2.84,31.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2,0.0,4.4392,221.96,2.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,236.0,4,0.0,40.12,236.0,17.0
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2,0.0,15.0984,41.94,36.0
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.792,1,0.2,4.6193,52.792,8.75
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0.0,112.788,563.94,20.0
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0.0,735.0336,2625.12,28.0
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3,0.0,4.485,17.94,25.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,422.856,3,0.2,15.8571,422.856,3.75
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,2.8392,127.764,2.22
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7,0.0,909.9818,3499.93,26.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.4,5,0.0,6.624,14.4,46.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3,0.0,60.2553,122.97,49.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.32,4,0.0,2.7028,9.32,29.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3,0.0,59.0112,122.94,48.0
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3,0.0,5.193,17.31,30.0
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744,128.744,10.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,58.248,9,0.2,11.6496,58.248,20.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.246,2,0.3,-19.3382,71.246,-27.14
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.872,3,0.2,0.5904,7.872,7.5
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.271,3,0.3,-63.3765,887.271,-7.14
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7,0.0,70.4928,146.86,48.0
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4,0.0,18.28,36.56,50.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,225.576,3,0.2,22.5576,225.576,10.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2,0.2,0.4592,5.248,8.75
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,4.782,38.256,12.5
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5,0.2,13.078,40.24,32.5
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,29.925,5,0.7,-21.945,29.925,-73.33
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,148.704,6,0.2,46.47,148.704,31.25
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,55.92,10,0.2,16.776,55.92,30.0
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2,0.0,6.2208,12.96,48.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,25.176,3,0.6,-33.3582,25.176,-132.5
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,5.584,2,0.6,-1.6752,5.584,-30.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026,1297.368,7.5
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2,0.2,19.824,264.32,7.5
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0.0,6.6584,22.96,29.0
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3,0.0,9.3312,19.44,48.0
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2,0.0,4.293,9.54,45.0
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1,0.0,1.8011,5.81,31.0
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2,0.0,1.728,5.76,30.0
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.91,3,0.0,4.6221,14.91,31.0
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.7,-4.428,6.642,-66.67
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0.0,8.7138,18.54,47.0
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5,0.2,220.987,679.96,32.5
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,189.576,1,0.2,9.4788,189.576,5.0
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,71.96,5,0.2,7.196,71.96,10.0
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,539.92,5,0.2,47.243,539.92,8.75
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.344,4,0.2,54.4008,725.344,7.5
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3,0.0,2.604,7.44,35.0
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1,0.0,11.0544,39.48,28.0
